Date,Exercise,Sets,Reps,Weight,Muscle Group
2022-11-11,Squat,5,5,128.8030888030888,Gambe
2022-11-11,Sissy squat,4,12,12.76061776061776,Gambe
2022-11-11,Leg extention,4,12,70.52123552123552,Gambe
2022-11-12,Panca,5,5,111.04247104247105,Petto
2022-11-12,Panca inclinata,4,10,42.76061776061776,Petto
2022-11-12,Croci,4,12,21.640926640926644,Petto
2022-11-12,Military press,4,8,35.521235521235525,Spalle
2022-11-12,Alzate laterali,4,12,11.656370656370656,Spalle
2022-11-13,Stacco,5,5,146.56370656370657,Schiena
2022-11-13,Lat machine,4,10,78.28185328185329,Schiena
2022-11-13,Tirate orizzontali ai cavi,4,10,36.640926640926644,Schiena
2022-11-13,Pull down ai cavi,4,12,22.760617760617762,Tricipiti
2022-11-13,Curl con manubri,4,12,13.880308880308881,Bicipiti
2022-11-13,Curl su panca inclinata,4,12,11.880308880308881,Bicipiti
2022-11-14,Squat,5,5,128.8030888030888,Gambe
2022-11-14,Sissy squat,4,12,12.76061776061776,Gambe
2022-11-14,Leg extention,4,12,70.52123552123552,Gambe
2022-11-15,Squat,5,5,128.996138996139,Gambe
2022-11-15,Sissy squat,4,12,12.799227799227799,Gambe
2022-11-15,Leg extention,4,12,70.5984555984556,Gambe
2022-11-16,Panca,5,5,111.1969111969112,Petto
2022-11-16,Panca inclinata,4,10,42.7992277992278,Petto
2022-11-16,Croci,4,12,21.698841698841697,Petto
2022-11-16,Military press,4,8,35.5984555984556,Spalle
2022-11-16,Alzate laterali,4,12,11.679536679536678,Spalle
2022-11-17,Stacco,5,5,146.7953667953668,Schiena
2022-11-17,Lat machine,4,10,78.3976833976834,Schiena
2022-11-17,Tirate orizzontali ai cavi,4,10,36.6988416988417,Schiena
2022-11-17,Pull down ai cavi,4,12,22.7992277992278,Tricipiti
2022-11-17,Curl con manubri,4,12,13.8996138996139,Bicipiti
2022-11-17,Curl su panca inclinata,4,12,11.8996138996139,Bicipiti
2022-11-19,Panca,5,5,111.1969111969112,Petto
2022-11-19,Panca inclinata,4,10,42.7992277992278,Petto
2022-11-19,Croci,4,12,21.698841698841697,Petto
2022-11-19,Military press,4,8,35.5984555984556,Spalle
2022-11-19,Alzate laterali,4,12,11.679536679536678,Spalle
2022-11-20,Stacco,5,5,146.7953667953668,Schiena
2022-11-20,Lat machine,4,10,78.3976833976834,Schiena
2022-11-20,Tirate orizzontali ai cavi,4,10,36.6988416988417,Schiena
2022-11-20,Pull down ai cavi,4,12,22.7992277992278,Tricipiti
2022-11-20,Curl con manubri,4,12,13.8996138996139,Bicipiti
2022-11-20,Curl su panca inclinata,4,12,11.8996138996139,Bicipiti
2022-11-21,Squat,5,5,128.996138996139,Gambe
2022-11-21,Sissy squat,4,12,12.799227799227799,Gambe
2022-11-21,Leg extention,4,12,70.5984555984556,Gambe
2022-11-22,Squat,5,5,129.1891891891892,Gambe
2022-11-22,Sissy squat,4,12,12.837837837837839,Gambe
2022-11-22,Leg extention,4,12,70.67567567567568,Gambe
2022-11-23,Panca,5,5,111.35135135135135,Petto
2022-11-23,Panca inclinata,4,10,42.83783783783784,Petto
2022-11-23,Croci,4,12,21.756756756756758,Petto
2022-11-23,Military press,4,8,35.67567567567568,Spalle
2022-11-23,Alzate laterali,4,12,11.702702702702702,Spalle
2022-11-24,Stacco,5,5,147.02702702702703,Schiena
2022-11-24,Lat machine,4,10,78.51351351351352,Schiena
2022-11-24,Tirate orizzontali ai cavi,4,10,36.75675675675676,Schiena
2022-11-24,Pull down ai cavi,4,12,22.83783783783784,Tricipiti
2022-11-24,Curl con manubri,4,12,13.91891891891892,Bicipiti
2022-11-24,Curl su panca inclinata,4,12,11.91891891891892,Bicipiti
2022-11-26,Panca,5,5,111.35135135135135,Petto
2022-11-26,Panca inclinata,4,10,42.83783783783784,Petto
2022-11-26,Croci,4,12,21.756756756756758,Petto
2022-11-26,Military press,4,8,35.67567567567568,Spalle
2022-11-26,Alzate laterali,4,12,11.702702702702702,Spalle
2022-11-27,Stacco,5,5,147.02702702702703,Schiena
2022-11-27,Lat machine,4,10,78.51351351351352,Schiena
2022-11-27,Tirate orizzontali ai cavi,4,10,36.75675675675676,Schiena
2022-11-27,Pull down ai cavi,4,12,22.83783783783784,Tricipiti
2022-11-27,Curl con manubri,4,12,13.91891891891892,Bicipiti
2022-11-27,Curl su panca inclinata,4,12,11.91891891891892,Bicipiti
2022-11-28,Squat,5,5,129.1891891891892,Gambe
2022-11-28,Sissy squat,4,12,12.837837837837839,Gambe
2022-11-28,Leg extention,4,12,70.67567567567568,Gambe
2022-11-29,Squat,5,5,122.91312741312741,Gambe
2022-11-29,Sissy squat,4,12,12.232625482625481,Gambe
2022-11-29,Leg extention,4,12,67.21525096525096,Gambe
2022-12-01,Stacco,5,5,139.89575289575288,Schiena
2022-12-01,Lat machine,4,10,74.69787644787644,Schiena
2022-12-01,Tirate orizzontali ai cavi,4,10,34.97393822393822,Schiena
2022-12-01,Pull down ai cavi,4,12,21.732625482625483,Tricipiti
2022-12-01,Curl con manubri,4,12,13.241312741312742,Bicipiti
2022-12-01,Curl su panca inclinata,4,12,11.341312741312741,Bicipiti
2022-12-02,Squat,5,5,122.91312741312741,Gambe
2022-12-02,Sissy squat,4,12,12.232625482625481,Gambe
2022-12-02,Leg extention,4,12,67.21525096525096,Gambe
2022-12-03,Panca,5,5,105.93050193050193,Petto
2022-12-03,Panca inclinata,4,10,40.73262548262548,Petto
2022-12-03,Croci,4,12,20.723938223938223,Petto
2022-12-03,Military press,4,8,33.965250965250966,Spalle
2022-12-03,Alzate laterali,4,12,11.139575289575289,Spalle
2022-12-04,Stacco,5,5,139.89575289575288,Schiena
2022-12-04,Lat machine,4,10,74.69787644787644,Schiena
2022-12-04,Tirate orizzontali ai cavi,4,10,34.97393822393822,Schiena
2022-12-04,Pull down ai cavi,4,12,21.732625482625483,Tricipiti
2022-12-04,Curl con manubri,4,12,13.241312741312742,Bicipiti
2022-12-04,Curl su panca inclinata,4,12,11.341312741312741,Bicipiti
2022-12-05,Squat,5,5,122.91312741312741,Gambe
2022-12-05,Sissy squat,4,12,12.232625482625481,Gambe
2022-12-05,Leg extention,4,12,67.21525096525096,Gambe
2022-12-07,Panca,5,5,106.07722007722008,Petto
2022-12-07,Panca inclinata,4,10,40.769305019305015,Petto
2022-12-07,Croci,4,12,20.778957528957527,Petto
2022-12-07,Military press,4,8,34.03861003861004,Spalle
2022-12-07,Alzate laterali,4,12,11.16158301158301,Spalle
2022-12-08,Stacco,5,5,140.1158301158301,Schiena
2022-12-08,Lat machine,4,10,74.80791505791505,Schiena
2022-12-08,Tirate orizzontali ai cavi,4,10,35.02895752895753,Schiena
2022-12-08,Pull down ai cavi,4,12,21.76930501930502,Tricipiti
2022-12-08,Curl con manubri,4,12,13.25965250965251,Bicipiti
2022-12-08,Curl su panca inclinata,4,12,11.35965250965251,Bicipiti
2022-12-09,Squat,5,5,123.09652509652507,Gambe
2022-12-09,Sissy squat,4,12,12.269305019305019,Gambe
2022-12-09,Leg extention,4,12,67.28861003861003,Gambe
2022-12-10,Panca,5,5,106.07722007722008,Petto
2022-12-10,Panca inclinata,4,10,40.769305019305015,Petto
2022-12-10,Croci,4,12,20.778957528957527,Petto
2022-12-10,Military press,4,8,34.03861003861004,Spalle
2022-12-10,Alzate laterali,4,12,11.16158301158301,Spalle
2022-12-11,Stacco,5,5,140.1158301158301,Schiena
2022-12-11,Lat machine,4,10,74.80791505791505,Schiena
2022-12-11,Tirate orizzontali ai cavi,4,10,35.02895752895753,Schiena
2022-12-11,Pull down ai cavi,4,12,21.76930501930502,Tricipiti
2022-12-11,Curl con manubri,4,12,13.25965250965251,Bicipiti
2022-12-11,Curl su panca inclinata,4,12,11.35965250965251,Bicipiti
2022-12-12,Squat,5,5,123.09652509652507,Gambe
2022-12-12,Sissy squat,4,12,12.269305019305019,Gambe
2022-12-12,Leg extention,4,12,67.28861003861003,Gambe
2022-12-13,Squat,5,5,123.27992277992279,Gambe
2022-12-13,Sissy squat,4,12,12.305984555984555,Gambe
2022-12-13,Leg extention,4,12,67.3619691119691,Gambe
2022-12-14,Panca,5,5,106.22393822393822,Petto
2022-12-14,Panca inclinata,4,10,40.80598455598455,Petto
2022-12-14,Croci,4,12,20.833976833976834,Petto
2022-12-14,Military press,4,8,34.11196911196911,Spalle
2022-12-14,Alzate laterali,4,12,11.183590733590734,Spalle
2022-12-15,Stacco,5,5,140.33590733590734,Schiena
2022-12-15,Lat machine,4,10,74.91795366795367,Schiena
2022-12-15,Tirate orizzontali ai cavi,4,10,35.083976833976834,Schiena
2022-12-15,Pull down ai cavi,4,12,21.805984555984555,Tricipiti
2022-12-15,Curl con manubri,4,12,13.277992277992277,Bicipiti
2022-12-15,Curl su panca inclinata,4,12,11.377992277992277,Bicipiti
2022-12-17,Panca,5,5,106.22393822393822,Petto
2022-12-17,Panca inclinata,4,10,40.80598455598455,Petto
2022-12-17,Croci,4,12,20.833976833976834,Petto
2022-12-17,Military press,4,8,34.11196911196911,Spalle
2022-12-17,Alzate laterali,4,12,11.183590733590734,Spalle
2022-12-18,Stacco,5,5,140.33590733590734,Schiena
2022-12-18,Lat machine,4,10,74.91795366795367,Schiena
2022-12-18,Tirate orizzontali ai cavi,4,10,35.083976833976834,Schiena
2022-12-18,Pull down ai cavi,4,12,21.805984555984555,Tricipiti
2022-12-18,Curl con manubri,4,12,13.277992277992277,Bicipiti
2022-12-18,Curl su panca inclinata,4,12,11.377992277992277,Bicipiti
2022-12-19,Squat,5,5,123.27992277992279,Gambe
2022-12-19,Sissy squat,4,12,12.305984555984555,Gambe
2022-12-19,Leg extention,4,12,67.3619691119691,Gambe
2022-12-20,Squat,5,5,123.46332046332046,Gambe
2022-12-20,Sissy squat,4,12,12.34266409266409,Gambe
2022-12-20,Leg extention,4,12,67.43532818532817,Gambe
2022-12-22,Stacco,5,5,140.55598455598454,Schiena
2022-12-22,Lat machine,4,10,75.02799227799227,Schiena
2022-12-22,Tirate orizzontali ai cavi,4,10,35.138996138996134,Schiena
2022-12-22,Pull down ai cavi,4,12,21.84266409266409,Tricipiti
2022-12-22,Curl con manubri,4,12,13.296332046332045,Bicipiti
2022-12-22,Curl su panca inclinata,4,12,11.396332046332045,Bicipiti
2022-12-23,Squat,5,5,123.46332046332046,Gambe
2022-12-23,Sissy squat,4,12,12.34266409266409,Gambe
2022-12-23,Leg extention,4,12,67.43532818532817,Gambe
2022-12-24,Panca,5,5,106.37065637065636,Petto
2022-12-24,Panca inclinata,4,10,40.84266409266409,Petto
2022-12-24,Croci,4,12,20.888996138996138,Petto
2022-12-24,Military press,4,8,34.18532818532818,Spalle
2022-12-24,Alzate laterali,4,12,11.205598455598455,Spalle
2022-12-25,Stacco,5,5,140.55598455598454,Schiena
2022-12-25,Lat machine,4,10,75.02799227799227,Schiena
2022-12-25,Tirate orizzontali ai cavi,4,10,35.138996138996134,Schiena
2022-12-25,Pull down ai cavi,4,12,21.84266409266409,Tricipiti
2022-12-25,Curl con manubri,4,12,13.296332046332045,Bicipiti
2022-12-25,Curl su panca inclinata,4,12,11.396332046332045,Bicipiti
2022-12-26,Squat,5,5,123.46332046332046,Gambe
2022-12-26,Sissy squat,4,12,12.34266409266409,Gambe
2022-12-26,Leg extention,4,12,67.43532818532817,Gambe
2022-12-28,Panca,5,5,112.12355212355212,Petto
2022-12-28,Panca inclinata,4,10,43.03088803088803,Petto
2022-12-28,Croci,4,12,22.046332046332047,Petto
2022-12-28,Military press,4,8,36.06177606177606,Spalle
2022-12-28,Alzate laterali,4,12,11.81853281853282,Spalle
2022-12-29,Stacco,5,5,148.1853281853282,Schiena
2022-12-29,Lat machine,4,10,79.0926640926641,Schiena
2022-12-29,Tirate orizzontali ai cavi,4,10,37.04633204633205,Schiena
2022-12-29,Pull down ai cavi,4,12,23.03088803088803,Tricipiti
2022-12-29,Curl con manubri,4,12,14.015444015444015,Bicipiti
2022-12-29,Curl su panca inclinata,4,12,12.015444015444015,Bicipiti
2022-12-30,Squat,5,5,130.15444015444015,Gambe
2022-12-30,Sissy squat,4,12,13.03088803088803,Gambe
2022-12-30,Leg extention,4,12,71.06177606177606,Gambe
2022-12-31,Panca,5,5,112.12355212355212,Petto
2022-12-31,Panca inclinata,4,10,43.03088803088803,Petto
2022-12-31,Croci,4,12,22.046332046332047,Petto
2022-12-31,Military press,4,8,36.06177606177606,Spalle
2022-12-31,Alzate laterali,4,12,11.81853281853282,Spalle
2023-01-01,Stacco,5,5,148.1853281853282,Schiena
2023-01-01,Lat machine,4,10,79.0926640926641,Schiena
2023-01-01,Tirate orizzontali ai cavi,4,10,37.04633204633205,Schiena
2023-01-01,Pull down ai cavi,4,12,23.03088803088803,Tricipiti
2023-01-01,Curl con manubri,4,12,14.015444015444015,Bicipiti
2023-01-01,Curl su panca inclinata,4,12,12.015444015444015,Bicipiti
2023-01-02,Squat,5,5,130.15444015444015,Gambe
2023-01-02,Sissy squat,4,12,13.03088803088803,Gambe
2023-01-02,Leg extention,4,12,71.06177606177606,Gambe
2023-01-04,Panca,5,5,112.27799227799227,Petto
2023-01-04,Panca inclinata,4,10,43.06949806949807,Petto
2023-01-04,Croci,4,12,22.104247104247104,Petto
2023-01-04,Military press,4,8,36.138996138996134,Spalle
2023-01-04,Alzate laterali,4,12,11.841698841698841,Spalle
2023-01-05,Stacco,5,5,148.41698841698843,Schiena
2023-01-05,Lat machine,4,10,79.20849420849422,Schiena
2023-01-05,Tirate orizzontali ai cavi,4,10,37.10424710424711,Schiena
2023-01-05,Pull down ai cavi,4,12,23.069498069498067,Tricipiti
2023-01-05,Curl con manubri,4,12,14.034749034749034,Bicipiti
2023-01-05,Curl su panca inclinata,4,12,12.034749034749034,Bicipiti
2023-01-06,Squat,5,5,130.34749034749035,Gambe
2023-01-06,Sissy squat,4,12,13.069498069498069,Gambe
2023-01-06,Leg extention,4,12,71.13899613899613,Gambe
2023-01-07,Panca,5,5,112.27799227799227,Petto
2023-01-07,Panca inclinata,4,10,43.06949806949807,Petto
2023-01-07,Croci,4,12,22.104247104247104,Petto
2023-01-07,Military press,4,8,36.138996138996134,Spalle
2023-01-07,Alzate laterali,4,12,11.841698841698841,Spalle
2023-01-08,Stacco,5,5,148.41698841698843,Schiena
2023-01-08,Lat machine,4,10,79.20849420849422,Schiena
2023-01-08,Tirate orizzontali ai cavi,4,10,37.10424710424711,Schiena
2023-01-08,Pull down ai cavi,4,12,23.069498069498067,Tricipiti
2023-01-08,Curl con manubri,4,12,14.034749034749034,Bicipiti
2023-01-08,Curl su panca inclinata,4,12,12.034749034749034,Bicipiti
2023-01-09,Squat,5,5,130.34749034749035,Gambe
2023-01-09,Sissy squat,4,12,13.069498069498069,Gambe
2023-01-09,Leg extention,4,12,71.13899613899613,Gambe
2023-01-11,Panca,5,5,112.43243243243244,Petto
2023-01-11,Panca inclinata,4,10,43.10810810810811,Petto
2023-01-11,Croci,4,12,22.16216216216216,Petto
2023-01-11,Military press,4,8,36.21621621621622,Spalle
2023-01-11,Alzate laterali,4,12,11.864864864864865,Spalle
2023-01-12,Stacco,5,5,148.64864864864865,Schiena
2023-01-12,Lat machine,4,10,79.32432432432432,Schiena
2023-01-12,Tirate orizzontali ai cavi,4,10,37.16216216216216,Schiena
2023-01-12,Pull down ai cavi,4,12,23.10810810810811,Tricipiti
2023-01-12,Curl con manubri,4,12,14.054054054054054,Bicipiti
2023-01-12,Curl su panca inclinata,4,12,12.054054054054054,Bicipiti
2023-01-13,Squat,5,5,130.54054054054055,Gambe
2023-01-13,Sissy squat,4,12,13.108108108108109,Gambe
2023-01-13,Leg extention,4,12,71.21621621621622,Gambe
2023-01-14,Panca,5,5,112.43243243243244,Petto
2023-01-14,Panca inclinata,4,10,43.10810810810811,Petto
2023-01-14,Croci,4,12,22.16216216216216,Petto
2023-01-14,Military press,4,8,36.21621621621622,Spalle
2023-01-14,Alzate laterali,4,12,11.864864864864865,Spalle
2023-01-15,Stacco,5,5,148.64864864864865,Schiena
2023-01-15,Lat machine,4,10,79.32432432432432,Schiena
2023-01-15,Tirate orizzontali ai cavi,4,10,37.16216216216216,Schiena
2023-01-15,Pull down ai cavi,4,12,23.10810810810811,Tricipiti
2023-01-15,Curl con manubri,4,12,14.054054054054054,Bicipiti
2023-01-15,Curl su panca inclinata,4,12,12.054054054054054,Bicipiti
2023-01-16,Squat,5,5,130.54054054054055,Gambe
2023-01-16,Sissy squat,4,12,13.108108108108109,Gambe
2023-01-16,Leg extention,4,12,71.21621621621622,Gambe
2023-01-17,Squat,5,5,130.73359073359075,Gambe
2023-01-17,Sissy squat,4,12,13.146718146718147,Gambe
2023-01-17,Leg extention,4,12,71.29343629343629,Gambe
2023-01-18,Panca,5,5,112.58687258687259,Petto
2023-01-18,Panca inclinata,4,10,43.14671814671814,Petto
2023-01-18,Croci,4,12,22.220077220077222,Petto
2023-01-18,Military press,4,8,36.293436293436294,Spalle
2023-01-18,Alzate laterali,4,12,11.888030888030887,Spalle
2023-01-19,Stacco,5,5,148.8803088803089,Schiena
2023-01-19,Lat machine,4,10,79.44015444015444,Schiena
2023-01-19,Tirate orizzontali ai cavi,4,10,37.22007722007722,Schiena
2023-01-19,Pull down ai cavi,4,12,23.146718146718147,Tricipiti
2023-01-19,Curl con manubri,4,12,14.073359073359073,Bicipiti
2023-01-19,Curl su panca inclinata,4,12,12.073359073359073,Bicipiti
2023-01-20,Squat,5,5,130.73359073359075,Gambe
2023-01-20,Sissy squat,4,12,13.146718146718147,Gambe
2023-01-20,Leg extention,4,12,71.29343629343629,Gambe
2023-01-21,Panca,5,5,112.58687258687259,Petto
2023-01-21,Panca inclinata,4,10,43.14671814671814,Petto
2023-01-21,Croci,4,12,22.220077220077222,Petto
2023-01-21,Military press,4,8,36.293436293436294,Spalle
2023-01-21,Alzate laterali,4,12,11.888030888030887,Spalle
2023-01-22,Stacco,5,5,148.8803088803089,Schiena
2023-01-22,Lat machine,4,10,79.44015444015444,Schiena
2023-01-22,Tirate orizzontali ai cavi,4,10,37.22007722007722,Schiena
2023-01-22,Pull down ai cavi,4,12,23.146718146718147,Tricipiti
2023-01-22,Curl con manubri,4,12,14.073359073359073,Bicipiti
2023-01-22,Curl su panca inclinata,4,12,12.073359073359073,Bicipiti
2023-01-25,Panca,5,5,112.74131274131274,Petto
2023-01-25,Panca inclinata,4,10,43.18532818532819,Petto
2023-01-25,Croci,4,12,22.27799227799228,Petto
2023-01-25,Military press,4,8,36.37065637065637,Spalle
2023-01-25,Alzate laterali,4,12,11.91119691119691,Spalle
2023-01-26,Stacco,5,5,149.11196911196913,Schiena
2023-01-26,Lat machine,4,10,79.55598455598457,Schiena
2023-01-26,Tirate orizzontali ai cavi,4,10,37.27799227799228,Schiena
2023-01-26,Pull down ai cavi,4,12,23.185328185328185,Tricipiti
2023-01-26,Curl con manubri,4,12,14.092664092664092,Bicipiti
2023-01-26,Curl su panca inclinata,4,12,12.092664092664092,Bicipiti
2023-01-27,Squat,5,5,130.9266409266409,Gambe
2023-01-27,Sissy squat,4,12,13.185328185328185,Gambe
2023-01-27,Leg extention,4,12,71.37065637065638,Gambe
2023-01-28,Panca,5,5,112.74131274131274,Petto
2023-01-28,Panca inclinata,4,10,43.18532818532819,Petto
2023-01-28,Croci,4,12,22.27799227799228,Petto
2023-01-28,Military press,4,8,36.37065637065637,Spalle
2023-01-28,Alzate laterali,4,12,11.91119691119691,Spalle
2023-01-29,Stacco,5,5,149.11196911196913,Schiena
2023-01-29,Lat machine,4,10,79.55598455598457,Schiena
2023-01-29,Tirate orizzontali ai cavi,4,10,37.27799227799228,Schiena
2023-01-29,Pull down ai cavi,4,12,23.185328185328185,Tricipiti
2023-01-29,Curl con manubri,4,12,14.092664092664092,Bicipiti
2023-01-29,Curl su panca inclinata,4,12,12.092664092664092,Bicipiti
2023-01-30,Squat,5,5,130.9266409266409,Gambe
2023-01-30,Sissy squat,4,12,13.185328185328185,Gambe
2023-01-30,Leg extention,4,12,71.37065637065638,Gambe
2023-01-31,Squat,5,5,131.1196911196911,Gambe
2023-01-31,Sissy squat,4,12,13.223938223938223,Gambe
2023-01-31,Leg extention,4,12,71.44787644787644,Gambe
2023-02-01,Panca,5,5,112.89575289575289,Petto
2023-02-01,Panca inclinata,4,10,43.22393822393822,Petto
2023-02-01,Croci,4,12,22.335907335907336,Petto
2023-02-01,Military press,4,8,36.447876447876446,Spalle
2023-02-01,Alzate laterali,4,12,11.934362934362934,Spalle
2023-02-03,Squat,5,5,131.1196911196911,Gambe
2023-02-03,Sissy squat,4,12,13.223938223938223,Gambe
2023-02-03,Leg extention,4,12,71.44787644787644,Gambe
2023-02-04,Panca,5,5,112.89575289575289,Petto
2023-02-04,Panca inclinata,4,10,43.22393822393822,Petto
2023-02-04,Croci,4,12,22.335907335907336,Petto
2023-02-04,Military press,4,8,36.447876447876446,Spalle
2023-02-04,Alzate laterali,4,12,11.934362934362934,Spalle
2023-02-05,Stacco,5,5,149.34362934362935,Schiena
2023-02-05,Lat machine,4,10,79.67181467181467,Schiena
2023-02-05,Tirate orizzontali ai cavi,4,10,37.335907335907336,Schiena
2023-02-05,Pull down ai cavi,4,12,23.223938223938223,Tricipiti
2023-02-05,Curl con manubri,4,12,14.111969111969112,Bicipiti
2023-02-05,Curl su panca inclinata,4,12,12.111969111969112,Bicipiti
2023-02-06,Squat,5,5,131.1196911196911,Gambe
2023-02-06,Sissy squat,4,12,13.223938223938223,Gambe
2023-02-06,Leg extention,4,12,71.44787644787644,Gambe
2023-02-07,Squat,5,5,131.3127413127413,Gambe
2023-02-07,Sissy squat,4,12,13.262548262548263,Gambe
2023-02-07,Leg extention,4,12,71.52509652509653,Gambe
2023-02-09,Stacco,5,5,149.57528957528956,Schiena
2023-02-09,Lat machine,4,10,79.78764478764478,Schiena
2023-02-09,Tirate orizzontali ai cavi,4,10,37.39382239382239,Schiena
2023-02-09,Pull down ai cavi,4,12,23.262548262548265,Tricipiti
2023-02-09,Curl con manubri,4,12,14.131274131274132,Bicipiti
2023-02-09,Curl su panca inclinata,4,12,12.131274131274132,Bicipiti
2023-02-10,Squat,5,5,131.3127413127413,Gambe
2023-02-10,Sissy squat,4,12,13.262548262548263,Gambe
2023-02-10,Leg extention,4,12,71.52509652509653,Gambe
2023-02-11,Panca,5,5,113.05019305019306,Petto
2023-02-11,Panca inclinata,4,10,43.262548262548265,Petto
2023-02-11,Croci,4,12,22.393822393822393,Petto
2023-02-11,Military press,4,8,36.52509652509653,Spalle
2023-02-11,Alzate laterali,4,12,11.957528957528957,Spalle
2023-02-12,Stacco,5,5,149.57528957528956,Schiena
2023-02-12,Lat machine,4,10,79.78764478764478,Schiena
2023-02-12,Tirate orizzontali ai cavi,4,10,37.39382239382239,Schiena
2023-02-12,Pull down ai cavi,4,12,23.262548262548265,Tricipiti
2023-02-12,Curl con manubri,4,12,14.131274131274132,Bicipiti
2023-02-12,Curl su panca inclinata,4,12,12.131274131274132,Bicipiti
2023-02-13,Squat,5,5,131.3127413127413,Gambe
2023-02-13,Sissy squat,4,12,13.262548262548263,Gambe
2023-02-13,Leg extention,4,12,71.52509652509653,Gambe
2023-02-14,Squat,5,5,131.5057915057915,Gambe
2023-02-14,Sissy squat,4,12,13.301158301158301,Gambe
2023-02-14,Leg extention,4,12,71.6023166023166,Gambe
2023-02-15,Panca,5,5,113.20463320463321,Petto
2023-02-15,Panca inclinata,4,10,43.3011583011583,Petto
2023-02-15,Croci,4,12,22.45173745173745,Petto
2023-02-15,Military press,4,8,36.602316602316606,Spalle
2023-02-15,Alzate laterali,4,12,11.980694980694981,Spalle
2023-02-16,Stacco,5,5,149.8069498069498,Schiena
2023-02-16,Lat machine,4,10,79.9034749034749,Schiena
2023-02-16,Tirate orizzontali ai cavi,4,10,37.45173745173745,Schiena
2023-02-16,Pull down ai cavi,4,12,23.301158301158303,Tricipiti
2023-02-16,Curl con manubri,4,12,14.150579150579151,Bicipiti
2023-02-16,Curl su panca inclinata,4,12,12.150579150579151,Bicipiti
2023-02-18,Panca,5,5,113.20463320463321,Petto
2023-02-18,Panca inclinata,4,10,43.3011583011583,Petto
2023-02-18,Croci,4,12,22.45173745173745,Petto
2023-02-18,Military press,4,8,36.602316602316606,Spalle
2023-02-18,Alzate laterali,4,12,11.980694980694981,Spalle
2023-02-19,Stacco,5,5,149.8069498069498,Schiena
2023-02-19,Lat machine,4,10,79.9034749034749,Schiena
2023-02-19,Tirate orizzontali ai cavi,4,10,37.45173745173745,Schiena
2023-02-19,Pull down ai cavi,4,12,23.301158301158303,Tricipiti
2023-02-19,Curl con manubri,4,12,14.150579150579151,Bicipiti
2023-02-19,Curl su panca inclinata,4,12,12.150579150579151,Bicipiti
2023-02-20,Squat,5,5,131.5057915057915,Gambe
2023-02-20,Sissy squat,4,12,13.301158301158301,Gambe
2023-02-20,Leg extention,4,12,71.6023166023166,Gambe
2023-02-22,Panca,5,5,113.35907335907336,Petto
2023-02-22,Panca inclinata,4,10,43.33976833976834,Petto
2023-02-22,Croci,4,12,22.50965250965251,Petto
2023-02-22,Military press,4,8,36.67953667953668,Spalle
2023-02-22,Alzate laterali,4,12,12.003861003861005,Spalle
2023-02-23,Stacco,5,5,150.03861003861005,Schiena
2023-02-23,Lat machine,4,10,80.01930501930502,Schiena
2023-02-23,Tirate orizzontali ai cavi,4,10,37.50965250965251,Schiena
2023-02-23,Pull down ai cavi,4,12,23.33976833976834,Tricipiti
2023-02-23,Curl con manubri,4,12,14.16988416988417,Bicipiti
2023-02-23,Curl su panca inclinata,4,12,12.16988416988417,Bicipiti
2023-02-24,Squat,5,5,131.6988416988417,Gambe
2023-02-24,Sissy squat,4,12,13.339768339768339,Gambe
2023-02-24,Leg extention,4,12,71.67953667953668,Gambe
2023-02-25,Panca,5,5,113.35907335907336,Petto
2023-02-25,Panca inclinata,4,10,43.33976833976834,Petto
2023-02-25,Croci,4,12,22.50965250965251,Petto
2023-02-25,Military press,4,8,36.67953667953668,Spalle
2023-02-25,Alzate laterali,4,12,12.003861003861005,Spalle
2023-02-26,Stacco,5,5,150.03861003861005,Schiena
2023-02-26,Lat machine,4,10,80.01930501930502,Schiena
2023-02-26,Tirate orizzontali ai cavi,4,10,37.50965250965251,Schiena
2023-02-26,Pull down ai cavi,4,12,23.33976833976834,Tricipiti
2023-02-26,Curl con manubri,4,12,14.16988416988417,Bicipiti
2023-02-26,Curl su panca inclinata,4,12,12.16988416988417,Bicipiti
2023-02-27,Squat,5,5,131.6988416988417,Gambe
2023-02-27,Sissy squat,4,12,13.339768339768339,Gambe
2023-02-27,Leg extention,4,12,71.67953667953668,Gambe
2023-02-28,Squat,5,5,131.8918918918919,Gambe
2023-02-28,Sissy squat,4,12,13.378378378378379,Gambe
2023-02-28,Leg extention,4,12,71.75675675675676,Gambe
2023-03-01,Panca,5,5,113.51351351351352,Petto
2023-03-01,Panca inclinata,4,10,43.37837837837838,Petto
2023-03-01,Croci,4,12,22.56756756756757,Petto
2023-03-01,Military press,4,8,36.75675675675676,Spalle
2023-03-01,Alzate laterali,4,12,12.027027027027028,Spalle
2023-03-03,Squat,5,5,131.8918918918919,Gambe
2023-03-03,Sissy squat,4,12,13.378378378378379,Gambe
2023-03-03,Leg extention,4,12,71.75675675675676,Gambe
2023-03-04,Panca,5,5,113.51351351351352,Petto
2023-03-04,Panca inclinata,4,10,43.37837837837838,Petto
2023-03-04,Croci,4,12,22.56756756756757,Petto
2023-03-04,Military press,4,8,36.75675675675676,Spalle
2023-03-04,Alzate laterali,4,12,12.027027027027028,Spalle
2023-03-05,Stacco,5,5,150.27027027027026,Schiena
2023-03-05,Lat machine,4,10,80.13513513513513,Schiena
